Main / Associated,Document URL,Document Name,Link ,Contract Name,Contract Identifier,Language,Country Name,Resource,Contract Type,Signature Date,Document Type,Government Entity,Government Identifier,Company Name 1,Company Name 2,Company Name 1 (concatenated),Company Name 1 ,Company Name 2,Company Name 3,Company Name 4,Company Name 3,Company Name 5,Company Name 6,Company Name 4,Company Name 8,Company Address 1,Jurisdiction of Incorporation 1,Registration Agency 1,Company Number 1,Corporate Grouping 1,Participation Share 1,Open Corporates Link 1,Incorporation Date 1,Operator 1,Company Name 2,Jurisdiction of Incorporation 2,Registration Agency 2,Company Number 2,Corporate Grouping 2,Participation Share 2,Open Corporates Link 2,Incorporation Date 2,Operator 2,Project Title,Project Identifier,License Name,License Identifier,Source Url,Disclosure Mode,Retrieval Date
Main,https://www.gob.mx/cms/uploads/attachment/file/258188/Contrato_CNH-R02-L01-A14.CS2017_Licitaci_n_1___rea_14_.pdf,,Works,"Área Contractual 14, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,ENI Mexico,S. de R.L. de C.V. y Citla Energy B14,ENI Mexico S. de R.L. de C.V.,ENI Mexico S. de R.L. de C.V.,Citla Energy B14 S.A.P.I. de C.V. ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258180/Contrato_CNH-R02-L01-A15.CS2017_Licitaci_n_1___rea_15.pdf,,Works,"Área Contractual 15, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,Total E&P México y Shell Exploración y Extracción,,Total E&P México y Shell Exploración y Extracción ,Total E&P México S.A. de C.V.,Shell Exploración y Extracción de México S.A. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258095/CNH-R02-LO_l-A2.TMJ20_17.pdf,,Works,"Área Contractual 2, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,Pemex Exploración y Producción,y DEA Deutsche,Pemex Exploración y Producción,Pemex Exploración y Producción ,"DEA Deutsche Erdoel México, S. de R.L. de C.V.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258129/CNH-R02-L01-A6.CS-2017.pdf,,Works,"Área Contractual 6, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,PC Carigali y ECP Hidrocarburos México,,PC Carigali y ECP Hidrocarburos México ,PC Carigali S.A. de C.V.,ECP Hidrocarburos México S.A. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258158/CNH-R02-L01-A7.CS20_17.pdf,,Works,"Área Contractual 7, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,ENI México,Capricorn Energy y Citla Energy B7,ENI México,ENI México S. de R.L. de C.V.,"Capricorn Energy México, S. de R.L. de C.V.",,,Citla Energy B7 S.A.P.I. de C.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258163/CNH-R02-LO_1-A8.CS20_17.pdf,,Works,"Área Contractual 8, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,Pemex Exploración y Producción,y ECP Hidrocarburos México,Pemex Exploración y Producción,Pemex Exploración y Producción,ECP Hidrocarburos México S.A. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/258173/CNH-R02-L01-A9.CS_2017.pdf,,Works,"Área Contractual 9, Ronda 2-1 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,,2017-09-25,Contract,Comisión Nacional de Hidrocarburos,,Capricorn Energy y Citla Energy B9,,Capricorn Energy y Citla Energy B9 ,Capricorn Energy ,Citla Energy B9 S.A.P.I. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279237/CNH-R02-L02-A1-BG-2017.pdf,,Works,"Área Contractual 1, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Iberoamericana y PJP4,,Iberoamericana y PJP4 ,Iberoamericana de Hidrocarburos S.A de C.V. ,"Servicios PJP4 de México, S.A. de C.V.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279230/CNH-R02-L02-A10-CS-2017.pdf,,Works,"Área Contractual 10, Ronda 2-2 (Cuencas del Sureste)",,es,Mexico,Hydrocarbons,Consortium,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279224/Contrato_No._CNH-R02-L02-A4-BG.2017.pdf,,Works,"Área Contractual 4, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279256/Contrato_No_CNH-R02-L02-A5-BG-2017.pdf,,Works,"Área Contractual 5, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279282/CNH-R02-L02-A7-BG-2017.pdf,,Works,"Área Contractual 7, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279280/Contrato_No_CNH-R02-L02-A8-BG-2017.pdf,,Works,"Área Contractual 8, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279276/Contrato_No_CNH-R02-L02-A9-BG-2017.pdf,,Works,"Área Contractual 9, Ronda 2-2 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Sun God y Jaguar Exploración y Producción,,Sun God y Jaguar Exploración y Producción ,"Pantera Exploración y Producción 2.2, S. A. P. I. de C. V.
",Sun God Energíade México S.A. de C.V.,,,Jaguar Exploración y Producción S.A. de C.V. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279238/Contrato_CNH-R02-L03-BG-01.2017.pdf,,Works,"Área Contractual BG-01, Ronda 2-3 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Iberoamericana y PJP4,,Iberoamericana y PJP4 ,Iberoamericana de Hidrocarburos S.A. de C.V. ,"Servicios PJP4 de México, S.A. de C.V.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279197/CNH-R02-L03-BG-02-2017.pdf,,Works,"Área Contractual BG-02, Ronda 2-3 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Newpek y Verdad Exploration,,Newpek y Verdad Exploration ,"Newpek Exploración y Extracción, S.A. de C.V.",Verdad Exploración México S. de R.L. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/371999/CNH-R02-L03-BG-03-2017.pdf,,Works,"Área Contractual BG-03, Ronda 2-3 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Newpek y Verdad Exploration,,Newpek y Verdad Exploration ,"Newpek Exploración y Extracción, S.A. de C.V.",Verdad Exploración México S. de R.L. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/282857/BG_04_IBEROAMERICANA_2.3.pdf,,Works,"Área Contractual BG-04, Ronda 2-3 (Burgos)",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Iberoamericana y PJP4,,Iberoamericana y PJP4 ,Iberoamericana de Hidrocarburos S.A. de C.V. ,"Servicios PJP4 de México, S.A. de C.V.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279210/CNH-R02-L03-CS-01-2017.pdf,,Works,"Jaguar Exploración y Producción 2.3, S.A.P.I. de CV, Área Contractual CS-01, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Jaguar Exploración y Producción,,Jaguar Exploración y Producción ,Jaguar Exploración y Producción S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279156/Contrato_No._CNH-R02-L03-CS-02.2017.pdf,,Works,"Shadong and Keruy Petroleum, S.A. de C.V. Área Contractual CS-01, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Shandong,Sicoval y Nuevas Soluciones,Shandong,Shandong,Sicoval ,,,Nuevas Soluciones S.A. de C.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279161/CNH-R02-L03LCS-03-2017.pdf,,Works,"Shadong and Keruy Petroleum, S.A. de C.V. Área Contractual CS-03, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Shandong,Sicoval y Nuevas Soluciones,Shandong,Shandong,Sicoval ,,,Nuevas Soluciones S.A. de C.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279177/CNH-R02-L03-CS-04-2017.pdf,,Works,"Operadora Bloque 12, S.A. de C.V. Área Contractual CS-04, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Carso Oil and Gas,,Carso Oil and Gas ,Carso Oil and Gas S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279174/Contrato_No._CNII-R02-L03_-CS-05.20_17.pdf,,Works,"Operadora Bloque 13, S.A. de C.V. Área Contractual CS-05, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Carso Oil and Gas,,Carso Oil and Gas ,Carso Oil and Gas S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279274/Contrato_No_CNH-R02-L03-CS-06-2017.pdf,,Works,"Jaguar Exploración y Producción 2.3, S.A.P.I. de CV, Área Contractual CS-06, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Jaguar Exploración y Producción,,Jaguar Exploración y Producción ,Jaguar Exploración y Producción S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279263/Contrato_No_CNH-R02-L03-TM-01-2017.pdf,,Works,"Jaguar Exploración y Producción 2.3, S.A.P.I. de CV, Área Contractual TM-01, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Jaguar Exploración y Producción,,Jaguar Exploración y Producción ,Jaguar Exploración y Producción S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279239/CNH-R02-L03-VC-02-2017.pdf,,Works,"Jaguar Exploración y Producción 2.3, S.A.P.I. de C.V., Área Contractual CS-04, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Jaguar Exploración y Producción,,Jaguar Exploración y Producción ,Jaguar Exploración y Producción S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/279271/Contrato_No_CNH-R02-L03-VC-03-2017.pdf,,Works,"Jaguar Exploración y Producción 2.3, S.A.P.I. de C.V., Área Contractual VC-03, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,,2017-12-08,Contract,Comisión Nacional de Hidrocarburos,,Jaguar Exploración y Producción,,Jaguar Exploración y Producción ,Jaguar Exploración y Producción S.A. de C.V. ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F282545%2FCNH-M2-SANTUARIO-EL_GOLPE-17_VP.pdf,,Works,"PEMEX Exploración y Producción, Petrofac Mexico S.A. de C.V.,  Área Contractual Santuario y El Golpe, Ronda 2-3, 2017",,es,Mexico,Hydrocarbons,Migración con socio Pemex,2017-12-18,Contract,Comisión Nacional de Hidrocarburos,,Petrofac México,S.A. de C.V.,Petrofac México S.A. de C.V.,Pemex Exploración y Producción,Petrofac México S.A. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/304938/CNH-M3-MISI_N-2018.pdf,,Works,"PEMEX Exploración y Producción, Servicios Múltiples de Burgos S.A. de C. V., Área Contractual Misión, 2018",,es,Mexico,Hydrocarbons,Migración con socio Pemex,2018-02-03,Contract,Comisión Nacional de Hidrocarburos,,Servicios Múltiples de Burgos,,Servicios Múltiples de Burgos ,Pemex Exploración y Producción,Servicios Múltiples de Burgos S.A. de C. V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/306077/CNH.A3.C_RDENAS-MORA.2018.pdf,,Works,"PEMEX Exploración y Producción, Petrolera Cárdenas Mora S.A.P.I. de C.V., Área Contractual Misión, 2018 ",,es,Mexico,Hydrocarbons,Farmout Pemex,2018-06-03,Contract,Comisión Nacional de Hidrocarburos,,Petrolera Cárdenas Mora,S.A.P.I. de C.V.,Petrolera Cárdenas Mora S.A.P.I. de C.V.,Pemex Exploración y Producción,Petrolera Cárdenas Mora S.A.P.I. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/306075/CNH-A4.OGARRIO.2018.pdf,,Works,"PEMEX Exploración y Producción, Deutsche Erdoel México, Área Contractual Ogarrio, 2018",,es,Mexico,Hydrocarbons,,2018-06-03,Contract,Comisión Nacional de Hidrocarburos,,Deutsche Erdoel México,S. DE R.L. de C.V.,Deutsche Erdoel México S. DE R.L. de C.V.,Pemex Exploración y Producción,Deutsche Erdoel México S. de R.L. de C.V.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government ,
Main,https://www.gob.mx/cms/uploads/attachment/file/323465/Contrato_CNH-R02-L04-AP-PG02-2018.pdf,,Works,"Shell Exploración y Extracción de México, S.A. de C.V, Pemex Exploración y Producción, Área Contractual AP-PG02, Área Perdido, 2018 Ronda 2-4",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,"Shell Exploración y Extracción de México, S.A. de C.V",Pemex Exploración y Producción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323475%2FContrato_CNH-R02-L04-AP-PG03-2018.pdf,,Works,"Shell Exploración y Extracción de México, S.A. de C.V, QPI México, S.A. de C.V., Área Contractual AP-PG03, Área Perdido, 2018, Ronda 2-4",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,"Shell Exploración y Extracción de México, S.A. de C.V","QPI México, S.A. de C.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323502%2FContrato_CNH-R02-L04-AP-PG04-2018.pdf,,Works,"Shell Exploración y Extracción de México, S.A. de C.V, QPI México, S.A. de C.V., Área Contractual AP-PG04, Área Perdido, 2018, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,"Shell Exploración y Extracción de México, S.A. de C.V","QPI México, S.A. de C.V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://www.gob.mx/cms/uploads/attachment/file/323434/Contrato_CNH-R02-L04-AP-PG05-2018.pdf,,,"PEMEX EXPLORACIÓN Y PRODUCCIÓN, ÁREA CONTRACTUAL AP-PGOS, ÁREA PERDIDO, Ronda 2-4, 2018

",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,Pemex Exploración y Producción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323477%2FContrato_CNH-R02-L04-AP-PG06-2018.pdf,,,"SHELL EXPLORACION Y EXTRACCION DE MEXICO, S.A. DE C.V., QPI MÉXICO, S.A. DE C.V., ÁREA CONTRACTUAL AP-PG06, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323500%2FContrato_CNH-R02-L04-AP-PG07-2018.pdf,,,"SHELL EXPLORACION Y EXTRACCION DE MEXICO, S.A. DE C.V., QPI MÉXICO, S.A. DE C.V., ÁREA CONTRACTUAL AP-PG07, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323504%2FContrato_CNH-R02-L04-AP-CM-G01-2018.pdf,,,"REPSOL EXPLORACIÓN MÉXICO, S.A. DE C.V., PC CARIGALI MEXICO OPERATIONS, S.A. DE C.V., OPHIR MEXICO OPERATIONS, S.A. DE C.V.,  ÁREA CONTRACTUAL AP-CM-GO1, CORDILLERAS MEXICANAS, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,2018-05-07,Contract,Comisión Nacional de Hidrocarburos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323457%2FContrato_CNH-R02-L04-AP-CM-G03-2018.pdf,,,"PC CARIGALI MEXICO OPERATIONS, S.A. DE C.V., OPHIR MEXICO OPERATIONS, S.A. DE C.V., PTTEP MÉXICO E&P LIMITED, S. DE R.L. DE C.V., Área contractual AP-CM-G03, Cordilleras Mexicanas, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323442%2FContrato_CNH-R02-L04-AP-CM-G05-2018.pdf,,,"REPSOL EXPLORACIÓN MÉXICO, S.A. DE C.V., PC CARIGALI MEXICO OPERATIONS, S.A. DE C.V., ÁREA CONTRACTUAL AP-CM-GO5, Cordilleras Mexicanas, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323433%2FContrato_CNH-R02-L04-AP-CM-G09-2018.pdf,,,"PEMEX EXPLORACIÓN Y PRODUCCIÓN, ÁREA CONTRACTUAL AP-CM-G09, Cordilleras Mexicanas, 2018",,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323436%2FContrato_CNH-R02-L04-AP-CS-G01-2018.pdf,,,"SHELL EXPLORACION Y EXTRACCION DE MEXICO, S.A. DE C.V. Área Contractual AP-CS-G01, Cuenca Salina, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/viewer?url=https%3A%2F%2Fwww.gob.mx%2Fcms%2Fuploads%2Fattachment%2Ffile%2F323437%2FContrato_CNH-R02-L04-AP-CS-G02-2018.pdf,,,"SHELL EXPLORACION Y EXTRACCION DE MEXICO, S.A. DE C.V. Área Contractual AP-CS-G02, Cuenca Salina, Ronda 2-4, 2018",,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,es,Mexico,Hydrocarbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,